0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7918849058595e-201	1.7918849058595e-201	3.27387398681843e-26	1.7918849058595e-201	6.32201337813804e-50	1	1.7918849058595e-201	1.7918849058595e-201	4.94065645841247e-324	4.94065645841247e-324	2.33987313332261e-45	4.94065645841247e-324	3.09980140508828e-61	1	4.94065645841247e-324	4.94065645841247e-324	0	0	8.18755806367727e-90	0	1.34596479091155e-100	1	0	0	8.62824971431083e-266	0	4.40103807759202e-199	8.62824971431083e-266	8.62824971431083e-266	1	8.62824971431083e-266	8.62824971431083e-266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1.51050726925176e-151	0	6.57915311591687e-218	1	0	0	0	0	4.7911417083851e-181	0	2.07058196713962e-245	1	0	0	0	0	7.16994241607229e-210	0	1.66306758766388e-286	1	0	0	0	0	4.77139700742612e-228	0	0	1	0	0	8.62824971431083e-266	0	4.40103807759202e-199	8.62824971431083e-266	8.62824971431083e-266	1	8.62824971431083e-266	8.62824971431083e-266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3.15573539603934e-315	0	0	1	0	0	0	0	2.23757097204977e-307	0	0	1	0	0	0	0	4.1476762214795e-289	0	0	1	0	0	0	0	3.53477790816126e-248	0	0	1	0	0	0	1.84859775366189e-314	1.81588769500249e-309	0	0	1	0	0	4.98557635280809e-312	2.54300838454526e-245	2.54300838454526e-245	4.98557635280809e-312	4.98557635280809e-312	1	4.98557635280809e-312	4.98557635280809e-312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2.6885246239e-203	0	0	1	0	0	0	0	4.87491652266176e-207	0	0	1	0	0	0	0	3.14407433096008e-204	0	0	1	0	0	0	0	3.13465027885447e-180	0	0	1	0	0	0	0	1	0	0	2.84929601500711e-263	0	0	0	1.26091739946376e-297	1	0	0	5.18646307157343e-209	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6.54594792904416e-126	0	0	1	0	0	0	0	3.82113564118661e-159	0	0	1	0	0	0	0	2.54545304617454e-171	0	0	1	0	0	0	0	8.4306263463558e-165	0	0	1	0	0	0	0	0	0	0	1	0	0	0	7.23186322770127e-259	1	0	0	2.11497914492132e-152	0	0	0	1.06957682626659e-233	1.47730551339297e-267	6.47328385959273e-288	0	1	6.54868022730526e-230	0	0	1.96050330903538e-67	1.38047043866713e-243	1.38047043866713e-243	0	1	1.96050330903538e-67	0	0	0	0	0	0	0	0	0
0	0	6.54594792904416e-126	0	0	1	0	0	0	0	8.80377973593936e-165	0	0	1	0	0	0	0	4.63725798443975e-183	0	0	1	0	0	0	0	9.98258846062007e-176	0	0	1	0	0	0	0	1	0	0	2.06148117821985e-278	0	0	0	2.8057251502235e-206	1	0	0	7.60344123556719e-110	0	0	0	0	0	0	0	1	0	0	0	9.97150693884014e-279	0	0	0	1	1.4408039793801e-299	0	0	2.54300838454497e-245	0	0	0	1	4.98557635280315e-312	0
